
1000 0.000547
2000 0.001076
3000 0.001723
4000 0.002046
5000 0.002613
6000 0.003033
7000 0.003325
8000 0.003885
9000 0.004119
10000 0.004546
11000 0.004658
12000 0.005007
13000 0.005359
14000 0.006064
15000 0.005785
16000 0.005957
17000 0.007132
18000 0.0071
19000 0.00732
20000 0.007839
21000 0.008073
22000 0.008534
23000 0.008985
24000 0.009756
25000 0.009674
26000 0.010189
27000 0.010551
28000 0.011201
29000 0.011623
30000 0.011845
