1 1.567e-08
2 4.153e-08
3 8.556e-08
4 1.7972e-07
5 3.6984e-07
6 7.4393e-07
7 1.63858e-06
8 3.32734e-06
9 6.03258e-06
10 1.24195e-05
11 3e-05
12 5.8e-05
13 0.000114
14 0.000211
15 0.00057
16 0.00111
17 0.001825
18 0.003322
19 0.006563
20 0.012607
21 0.024799
22 0.054512
23 0.132148
24 0.209253
25 0.494846
