1 1e-06
2 2e-06
3 1e-06
4 2e-06
5 3e-06
6 4e-06
7 6e-06
8 8e-06
9 1.1e-05
10 2.1e-05
11 1.8e-05
12 2.3e-05
13 3e-05
14 3.5e-05
15 4.1e-05
16 5.1e-05
17 6.4e-05
18 7.5e-05
19 8.5e-05
20 0.000117
21 0.000134
22 0.000131
23 0.000148
24 0.000171
25 0.000183
